date,capital,trade_pnl,peak,drawdown,drawdown_pct
2024-12-13,19651.368462391758,-66.94647882635991,48806.53427816706,-29155.165815775305,-59.73619362032323
2025-01-03,20983.70812474834,1332.3396623565816,48806.53427816706,-27822.826153418722,-57.00635491724493
2025-01-23,21715.06834152185,731.3602167735064,48806.53427816706,-27091.465936645214,-55.50786659474859
2025-02-11,19123.872259492084,-2591.196082029764,48806.53427816706,-29682.66201867498,-60.816983745459495
2025-02-24,16885.047343238417,-2238.824916253666,48806.53427816706,-31921.486934928645,-65.40412550703951
2025-03-17,17344.186900305936,459.1395570675206,48806.53427816706,-31462.347377861126,-64.46339172239767
2025-06-20,17963.802330659026,619.6154303530875,48806.53427816706,-30842.731947508037,-63.19385796115646
2025-07-10,18257.508431876944,293.7061012179197,48806.53427816706,-30549.02584629012,-62.592081773681294
2025-07-18,16005.89519150131,-2251.6132403756346,48806.53427816706,-32800.63908666575,-67.20542560904323
2025-08-08,14344.852105206543,-1661.0430862947674,48806.53427816706,-34461.68217296052,-70.60874672344126
2025-08-29,12318.462005776433,-2026.3900994301096,48806.53427816706,-36488.07227239063,-74.76062951823455
2025-09-19,12963.174642066071,644.7126362896387,48806.53427816706,-35843.35963610099,-73.43967394164069
2025-10-10,13549.478357902319,586.3037158362471,48806.53427816706,-35257.05592026474,-72.23839275151423
2025-10-30,14155.009961428284,605.5316035259654,48806.53427816706,-34651.52431673878,-70.99771542729611
2025-11-21,14937.525985555982,782.5160241276978,48806.53427816706,-33869.00829261108,-69.39441366514302
2025-12-11,15491.492415416402,553.9664298604208,48806.53427816706,-33315.04186275066,-68.25938853366543
2025-12-24,15816.348983799608,324.8565683832055,48806.53427816706,-32990.18529436745,-67.5937879677008
2025-12-31,16183.749888378303,367.40090457869485,48806.53427816706,-32622.784389788758,-66.84101805684269
2026-01-08,16633.117051612964,449.3671632346627,48806.53427816706,-32173.4172265541,-65.92030698837479
2026-01-20,15034.165728655904,-1598.9513229570596,48806.53427816706,-33772.36854951116,-69.19640791749224
2026-02-12,15755.365123348238,721.1993946923349,48806.53427816706,-33051.169154818825,-67.71873816413105
2026-02-19,12923.313235397072,-2832.0518879511656,48806.53427816706,-35883.22104276999,-73.52134621618043
2026-05-29,10128.469749732605,-2794.8434856644662,48806.53427816706,-38678.06452843446,-79.2477177502369
2026-06-19,11114.773343369994,986.3035936373888,48806.53427816706,-37691.76093479707,-77.22687441803868
2026-07-08,9085.71526682407,-2029.0580765459235,48806.53427816706,-39720.81901134299,-81.38422364710202
2026-08-03,9019.03332379431,-66.68194302975962,48806.53427816706,-39787.50095437275,-81.52084867900801
2026-08-10,9487.595277230641,468.5619534363303,48806.53427816706,-39318.93900093642,-80.5608092900897
